1	0
1001	0
2001	0
3001	0
4001	0
5001	0
6001	0
7001	0
8001	0
9001	0
10001	0
11001	0
12001	0
13001	0
14001	0
15001	0
16001	0
17001	0
18001	0
19001	0
20001	0
21001	0
22001	0
23001	0
24001	0
25001	0
26001	0
27001	0
28001	0
29001	0
30001	0
31001	0
32001	0
33001	0
34001	0
35001	0
36001	1.7584e-016
37001	0
38001	0
39001	0
40001	5.5305e-016
41001	1.252e-016
42001	1.1304e-015
43001	4.0081e-015
44001	1.976e-014
45001	9.1301e-015
46001	5.2105e-014
47001	1.0744e-014
48001	1.3917e-012
49001	5.8207e-013
50001	5.1498e-013
51001	8.1605e-013
52001	2.663e-012
53001	1.1602e-011
54001	1.5229e-011
55001	1.1061e-009
56001	9.1712e-010
57001	3.8793e-010
58001	4.5061e-010
59001	4.5723e-010
60001	6.7265e-010
61001	2.3852e-009
62001	2.678e-008
63001	1.8858e-008
64001	1.5057e-007
65001	3.0232e-008
66001	5.5901e-008
67001	7.6282e-007
68001	2.2847e-006
69001	7.7955e-005
70001	7.9974e-006
71001	5.1144e-006
72001	1.0453e-005
73001	4.8511e-005
74001	0.00027522
75001	5.2826e-005
76001	0.00048042
77001	0.0018272
78001	0.015392
79001	0.0059118
80001	0.051257
81001	0.010138
82001	0.075417
83001	1.8461
84001	0.71265
85001	4.3949
86001	3.7156
87001	1.901
88001	3.8505
89001	9.1168
90001	9.6209
91001	4.5735
92001	4.2295
93001	1.3391
94001	3.3377
95001	1.9431
96001	1.7532
97001	2.8187
98001	2.304
99001	13.271
0	0
