2,0.58759
3,5.227e+07
4,3.8762e+07
5,2.8768e+07
6,2.7621e+07
7,2.8134e+06
8,2.7752e+06
9,2.6093e+06
10,2.3107e+06
11,2.1758e+06
12,2.2927e+06
13,2.3779e+06
14,2.3701e+06
15,2.2619e+06
16,2.2028e+06
17,2.3057e+06
18,2.2151e+06
19,2.18e+06
20,2.0641e+06
21,1.9798e+06
22,2.0013e+06
23,1.9622e+06
24,1.8359e+06
25,2.1498e+06
26,1.9424e+06
27,2.0621e+06
28,1.864e+06
29,1.8315e+06
30,2.0968e+06
31,1.7254e+06
32,1.7649e+06
33,1.7988e+06
34,1.7388e+06
35,1.6827e+06
36,2.0897e+06
37,1.6538e+06
38,1.5092e+06
39,1.9018e+06
40,1.5234e+06
41,1.5749e+06
42,1.4683e+06
43,1.4237e+06
44,1.4032e+06
45,1.3733e+06
46,1.4587e+06
47,1.4285e+06
48,1.3458e+06
49,1.3563e+06
50,1.3576e+06
51,1.3365e+06
52,1.1682e+06
53,1.2413e+06
54,1.2144e+06
55,1.1454e+06
56,1.1517e+06
57,1.0948e+06
58,1.0869e+06
59,1.148e+06
60,1.0929e+06
61,1.0723e+06
62,1.0574e+06
63,1.0483e+06
64,1.0667e+06
65,1.0847e+06
66,1.0676e+06
67,1.044e+06
68,1.0295e+06
69,1.0127e+06
70,1.0299e+06
71,1.0121e+06
72,1.0153e+06
73,9.7311e+05
74,9.8035e+05
75,9.368e+05
76,8.49e+05
77,9.0353e+05
78,7.9842e+05
79,7.5267e+05
80,8.2628e+05
81,7.8138e+05
82,8.5264e+05
83,6.5301e+05
84,7.4842e+05
85,8.2077e+05
86,8.4454e+05
87,7.475e+05
88,6.0287e+05
89,5.5864e+05
90,7.8225e+05
91,5.946e+05
92,6.5547e+05
93,4.3173e+05
94,5.8569e+05
95,4.2026e+05
96,4.6737e+05
97,4.331e+05
98,5.0696e+05
99,3.5736e+05
100,3.3149e+05
101,3.5801e+05
102,3.1143e+05
103,2.6417e+05
104,3.0494e+05
105,3.0902e+05
106,3.0483e+05
107,2.8698e+05
108,2.061e+05
109,2.1699e+05
110,2.0156e+05
111,1.8804e+05
112,1.464e+05
113,1.62e+05
114,1.2473e+05
115,1.1992e+05
116,1.3089e+05
117,1.363e+05
118,1.2032e+05
119,1.0328e+05
120,73643
121,72282
122,29296
123,19037
124,12900
125,8950
126,6844.7
127,5807.6
128,5269.6
129,5061.4
130,4960.2
131,4906.5
132,4882.3
133,4884.9
134,4888.5
135,4890.8
136,4892.1
137,4892.7
138,4893
139,4893.2
140,4893.3
141,4893.3
142,4893.3
143,4893.3
144,4893.3
145,4893.3
146,4893.3
147,4893.3
148,4893.3
149,4893.3
150,4893.3
151,4893.3
152,4893.3
153,4893.3
154,4893.3
155,4893.3
156,4893.3
157,4893.3
158,4893.3
159,4893.3
160,4893.3
161,4893.3
162,4893.3
163,4893.3
164,4893.3
165,4893.3
166,4893.3
167,4893.3
168,4893.3
169,4893.3
170,4893.3
171,4893.3
172,4893.3
173,4893.3
174,4893.3
175,4863.3
176,4863.3
177,4863.3
178,4863.3
179,4863.3
180,4863.3
181,4863.3
182,4863.3
183,4863.3
184,4863.3
185,4863.3
186,4863.3
187,4863.3
188,4863.3
189,4863.3
190,4863.3
191,4863.3
192,4863.3
193,4863.3
194,4863.3
195,4863.3
196,4863.3
197,4863.3
198,4863.3
199,4863.3
200,4863.3
