1	0
1001	0.00024693
2001	0.00025012
3001	0.00069804
4001	0.0010896
5001	0.0020006
6001	0.0033039
7001	0.0051461
8001	0.010043
9001	0.063569
10001	0.045457
11001	0.035434
12001	0.076593
13001	0.56054
14001	0.99303
15001	7.9276
16001	3.1638
17001	1.6083
18001	2.9491
19001	1.6881
20001	4.1199
21001	4.9479
22001	2.0307
23001	1.7277
24001	2.4131
25001	3.7588
26001	2.9698
27001	8.1663
28001	1.3026
29001	1.8655
30001	10.441
31001	2.691
32001	2.8839
33001	1.5943
34001	3.5415
35001	40.51
36001	2.2967
37001	2.9031
38001	1.677
39001	3.1771
40001	1.5366
41001	2.9229
42001	2.3106
43001	27.543
44001	22.442
45001	1.9559
46001	4.3198
47001	1.8761
48001	2.5532
49001	3.4911
50001	3.8739
51001	1.6155
52001	1.7738
53001	1.6171
54001	7.3798
55001	201.36
56001	1.5546
57001	1.8854
58001	1.2587
59001	2.3952
60001	1.2022
61001	1.9798
62001	5.8986
63001	4.6207
64001	26.229
65001	1.7749
66001	1.9796
67001	2.5657
68001	24.955
69001	4.2812
70001	1.9462
71001	1.7339
72001	3.9189
73001	5.548
74001	6.8022
75001	1.4496
76001	2.5435
77001	13.009
78001	15.341
79001	3.5343
80001	3.2156
81001	2.0978
82001	3.0012
83001	19.341
84001	7.2742
85001	4.478
86001	2.2766
87001	1.4709
88001	2.6381
89001	2.923
90001	11.886
91001	5.876
92001	3.815
93001	1.7041
94001	4.2219
95001	2.609
96001	2.8901
97001	1.3924
98001	1.9142
99001	4.1063
0	0
