1	0
1001	2.0158e-009
2001	2.0642e-009
3001	6.054e-009
4001	8.9279e-009
5001	1.7563e-008
6001	3.7546e-008
7001	6.2735e-008
8001	1.4207e-007
9001	1.2715e-006
10001	9.0853e-007
11001	6.1067e-007
12001	1.31e-006
13001	8.6106e-006
14001	1.8681e-005
15001	0.00032726
16001	3.6268e-005
17001	0.00010135
18001	0.0013343
19001	0.00085151
20001	0.0024969
21001	0.016184
22001	0.002596
23001	0.010642
24001	0.17908
25001	0.1689
26001	0.4473
27001	1.7917
28001	0.71253
29001	0.76619
30001	4.2662
31001	4.7618
32001	4.6319
33001	2.4198
34001	1.4748
35001	7.7632
36001	4.8025
37001	3.02
38001	2.7994
39001	2.8599
40001	3.6361
41001	2.5575
42001	1.8794
43001	8.8668
44001	16.217
45001	4.9248
46001	4.784
47001	3.4423
48001	1.8773
49001	3.2329
50001	6.8206
51001	2.0396
52001	2.2841
53001	3.0713
54001	9.5614
55001	212.65
56001	3.9344
57001	1.6943
58001	2.0767
59001	0.55085
60001	0.55162
61001	1.3056
62001	5.8356
63001	14.898
64001	17.837
65001	1.8561
66001	1.7247
67001	3.7819
68001	25.28
69001	7.0226
70001	3.2902
71001	1.842
72001	2.9435
73001	4.8584
74001	7.8856
75001	0.40722
76001	1.7937
77001	6.3861
78001	10.92
79001	1.1811
80001	7.5438
81001	3.1375
82001	1.2157
83001	9.8492
84001	10.4
85001	10.751
86001	1.8016
87001	1.4845
88001	2.3131
89001	13.688
90001	6.4837
91001	3.4941
92001	1.3742
93001	0.72575
94001	0.87789
95001	2.0248
96001	2.7637
97001	3.1523
98001	4.0235
99001	9.6113
0	0
