1	0
1001	1.8359e-009
2001	1.8742e-009
3001	5.4334e-009
4001	8.5069e-009
5001	1.5652e-008
6001	2.633e-008
7001	4.1265e-008
8001	8.1482e-008
9001	5.4997e-007
10001	3.9117e-007
11001	2.8527e-007
12001	6.0039e-007
13001	3.8668e-006
14001	8.2999e-006
15001	0.00014585
16001	1.6142e-005
17001	4.511e-005
18001	0.00059444
19001	0.0003794
20001	0.0011119
21001	0.0072162
22001	0.0011679
23001	0.0046564
24001	0.071583
25001	0.069043
26001	0.20316
27001	0.58637
28001	0.27429
29001	2.9783
30001	3.0934
31001	3.8152
32001	3.1865
33001	2.7836
34001	3.1293
35001	50.201
36001	2.4563
37001	1.1288
38001	1.8786
39001	5.0271
40001	3.1199
41001	0.50751
42001	1.9266
43001	9.4495
44001	17.558
45001	5.3747
46001	4.9663
47001	1.4052
48001	2.3025
49001	2.8495
50001	1.1863
51001	1.1762
52001	1.1371
53001	1.9573
54001	4.4386
55001	160.47
56001	3.8822
57001	1.6727
58001	1.7886
59001	2.5949
60001	1.3139
61001	3.6159
62001	2.0542
63001	7.7264
64001	18.227
65001	0.61289
66001	0.52262
67001	2.2865
68001	26.39
69001	4.0372
70001	0.49679
71001	0.3801
72001	0.81495
73001	0.85222
74001	1.3158
75001	0.54395
76001	0.65385
77001	2.8421
78001	23.107
79001	4.2793
80001	5.8745
81001	0.93997
82001	3.0738
83001	16.284
84001	3.7433
85001	8.2562
86001	1.0625
87001	0.38647
88001	1.5058
89001	3.3003
90001	7.7653
91001	4.0145
92001	5.448
93001	1.5456
94001	3.0127
95001	2.2707
96001	2.3344
97001	3.8879
98001	2.4878
99001	5.3327
0	0
