1,0
1001,0
2001,0
3001,0
4001,0
5001,0
6001,0
7001,0
8001,0
9001,0
10001,0
11001,0
12001,0
13001,0
14001,0
15001,0
16001,0
17001,0
18001,0
19001,0
20001,0
21001,0
22001,0
23001,0
24001,0
25001,0
26001,0
27001,0
28001,0
29001,0
30001,2.032e-016
31001,0
32001,0
33001,0
34001,0
35001,7.5639e-015
36001,6.6204e-015
37001,1.1862e-015
38001,9.2305e-016
39001,1.2797e-015
40001,2.223e-015
41001,4.1173e-015
42001,1.9954e-014
43001,7.0202e-014
44001,3.8128e-013
45001,1.7597e-013
46001,1.0154e-012
47001,2.0974e-013
48001,2.7137e-011
49001,1.1359e-011
50001,1.0045e-011
51001,1.5914e-011
52001,5.1938e-011
53001,2.2627e-010
54001,2.9701e-010
55001,2.1573e-008
56001,1.7887e-008
57001,7.566e-009
58001,8.7884e-009
59001,8.9175e-009
60001,1.3119e-008
61001,4.6519e-008
62001,5.223e-007
63001,3.678e-007
64001,2.9366e-006
65001,5.8963e-007
66001,1.0903e-006
67001,1.4877e-005
68001,4.4559e-005
69001,0.0015208
70001,0.000156
71001,9.9774e-005
72001,0.00020389
73001,0.00094614
74001,0.0053687
75001,0.0010276
76001,0.009428
77001,0.03536
78001,0.31433
79001,0.11193
80001,0.97593
81001,0.12137
82001,4.9765
83001,6.7624
84001,5.782
85001,9.0592
86001,3.4142
87001,2.1398
88001,2.1951
89001,8.6535
90001,13.323
91001,7.3867
92001,5.3553
93001,2.6111
94001,4.5969
95001,2.7808
96001,5.9235
97001,3.0313
98001,2.8632
99001,7.1769
0,0
