1,0
1001,0.00010292
2001,0.00011196
3001,0.00031095
4001,0.00049116
5001,0.00090366
6001,0.0014529
7001,0.002245
8001,0.0043171
9001,0.026868
10001,0.01913
11001,0.014627
12001,0.030977
13001,0.20842
14001,0.40853
15001,7.7144
16001,3.5157
17001,2.927
18001,1.7291
19001,1.6707
20001,1.609
21001,7.2673
22001,0.77633
23001,0.78577
24001,1.244
25001,2.3062
26001,2.37
27001,4.1591
28001,1.0944
29001,1.2905
30001,2.9976
31001,1.9774
32001,1.3878
33001,1.0671
34001,1.6165
35001,15.193
36001,2.675
37001,1.3371
38001,0.70835
39001,1.3205
40001,1.0756
41001,0.69238
42001,1.2523
43001,5.2337
44001,11.982
45001,2.1618
46001,2.3868
47001,1.0278
48001,1.4544
49001,1.7648
50001,1.7041
51001,1.4912
52001,1.1846
53001,1.9536
54001,2.8626
55001,73.97
56001,3.2277
57001,1.0669
58001,1.3429
59001,1.6702
60001,1.2572
61001,1.3677
62001,3.7489
63001,2.661
64001,6.5794
65001,0.84644
66001,1.2787
67001,1.4041
68001,6.0806
69001,5.4151
70001,1.6475
71001,0.76905
72001,1.0726
73001,2.1331
74001,2.3657
75001,1.0601
76001,1.1136
77001,4.7768
78001,4.6254
79001,2.1723
80001,2.7918
81001,0.80691
82001,1.7121
83001,9.1251
84001,3.3123
85001,4.8737
86001,1.2375
87001,1.1859
88001,1.1925
89001,4.0448
90001,3.2238
91001,1.7486
92001,3.0431
93001,0.9584
94001,1.6543
95001,1.6873
96001,1.6661
97001,0.89134
98001,1.7892
99001,5.1023
0,0
